county,megalitres_from_great_lakes,megalitres_from_groundwater,megalitres_from_inland_surface,total_megalitres_all_sources,industry,year,megalitres_from_great_lakes_pc,megalitres_from_groundwater_pc,megalitres_from_inland_surface_pc,main_source,fips
Crawford,0,206,0,206,Electric Power Generation,2015,0.0,1.0,0.0,Groundwater,26039
Crawford,51984,211,625,52820,Industrial-Manufacturing,2015,0.98,0.0,0.01,Great Lakes,26039
Crawford,0,163,387,551,Irrigation,2015,0.0,0.3,0.7,Inland Surface,26039
Crawford,0,0,11936,11936,Livestock,2015,0.0,0.0,1.0,Inland Surface,26039
Crawford,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26039
Crawford,0,915,0,915,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26039
Crawford,51984,1618,12949,66552,Total All Sectors,2015,0.78,0.02,0.19,Great Lakes,26039
Delta,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26041
Delta,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26041
Delta,0,66,29489,29555,Industrial-Manufacturing,2015,0.0,0.0,1.0,Inland Surface,26041
Delta,51,77,219,348,Irrigation,2015,0.15,0.22,0.63,Inland Surface,26041
Delta,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26041
Delta,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26041
Delta,3776,112,0,3888,Public Water Supply,2015,0.97,0.03,0.0,Great Lakes,26041
Delta,3828,256,29708,33793,Total All Sectors,2015,0.11,0.01,0.88,Inland Surface,26041
Dickinson,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26043
Dickinson,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26043
Dickinson,0,3,0,3,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26043
Dickinson,0,114,116,230,Irrigation,2015,0.0,0.5,0.5,Inland Surface,26043
Dickinson,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26043
Dickinson,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26043
Dickinson,0,3239,0,3239,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26043
Dickinson,0,3358,116,3474,Total All Sectors,2015,0.0,0.97,0.03,Groundwater,26043
Eaton,0,3,0,3,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26045
Eaton,0,0,1779,1779,Electric Power Generation,2015,0.0,0.0,1.0,Inland Surface,26045
Eaton,0,36,0,36,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26045
Eaton,0,160,161,321,Irrigation,2015,0.0,0.5,0.5,Inland Surface,26045
Eaton,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26045
Eaton,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26045
Eaton,0,3634,0,3634,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26045
Eaton,0,3835,1941,5776,Total All Sectors,2015,0.0,0.66,0.34,Groundwater,26045
Emmet,0,7,0,7,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26047
Emmet,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26047
Emmet,0,21,0,21,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26047
Emmet,186,886,0,1072,Irrigation,2015,0.17,0.83,0.0,Groundwater,26047
Emmet,0,6299,0,6299,Livestock,2015,0.0,1.0,0.0,Groundwater,26047
Emmet,0,1144,348,1493,Other,2015,0.0,0.77,0.23,Groundwater,26047
Emmet,0,5300,0,5300,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26047
Emmet,186,13659,348,14194,Total All Sectors,2015,0.01,0.96,0.02,Groundwater,26047
Genesee,0,23,0,23,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26049
Genesee,0,139,0,139,Electric Power Generation,2015,0.0,1.0,0.0,Groundwater,26049
Genesee,0,21,0,21,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26049
Genesee,0,416,225,641,Irrigation,2015,0.0,0.65,0.35,Groundwater,26049
Genesee,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26049
Genesee,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26049
Genesee,0,5830,0,5830,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26049
Genesee,0,6430,225,6656,Total All Sectors,2015,0.0,0.97,0.03,Groundwater,26049
Gladwin,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26051
Gladwin,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26051
Gladwin,0,231,0,231,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26051
Gladwin,0,0,2,2,Irrigation,2015,0.0,0.0,1.0,Inland Surface,26051
Gladwin,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26051
Gladwin,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26051
Gladwin,0,615,0,615,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26051
Gladwin,0,847,2,849,Total All Sectors,2015,0.0,1.0,0.0,Groundwater,26051
Gogebic,0,0,102,102,Commercial-Institutional,2015,0.0,0.0,1.0,Inland Surface,26053
Gogebic,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26053
Gogebic,0,812,0,812,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26053
Gogebic,0,0,0,0,Irrigation,2015,0.0,0.0,0.0,Great Lakes,26053
Gogebic,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26053
Gogebic,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26053
Gogebic,0,2049,0,2049,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26053
Gogebic,0,2862,102,2964,Total All Sectors,2015,0.0,0.97,0.03,Groundwater,26053
Grand Traverse,0,48,0,48,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26055
Grand Traverse,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26055
Grand Traverse,0,187,362,549,Industrial-Manufacturing,2015,0.0,0.34,0.66,Inland Surface,26055
Grand Traverse,0,1916,202,2119,Irrigation,2015,0.0,0.9,0.1,Groundwater,26055
Grand Traverse,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26055
Grand Traverse,0,98,0,98,Other,2015,0.0,1.0,0.0,Groundwater,26055
Grand Traverse,7630,2500,0,10131,Public Water Supply,2015,0.75,0.25,0.0,Great Lakes,26055
Grand Traverse,7630,4751,565,12947,Total All Sectors,2015,0.59,0.37,0.04,Great Lakes,26055
Gratiot,0,1,0,1,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26057
Gratiot,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26057
Gratiot,0,509,0,509,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26057
Gratiot,0,8831,618,9449,Irrigation,2015,0.0,0.93,0.07,Groundwater,26057
Gratiot,0,1124,0,1124,Livestock,2015,0.0,1.0,0.0,Groundwater,26057
Gratiot,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26057
Gratiot,0,2771,380,3152,Public Water Supply,2015,0.0,0.88,0.12,Groundwater,26057
Gratiot,0,13238,998,14236,Total All Sectors,2015,0.0,0.93,0.07,Groundwater,26057
Hillsdale,0,555,0,555,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26059
Hillsdale,0,1494,0,1494,Electric Power Generation,2015,0.0,1.0,0.0,Groundwater,26059
Hillsdale,0,4213,850,5064,Irrigation,2015,0.0,0.83,0.17,Groundwater,26059
Hillsdale,0,392,0,392,Livestock,2015,0.0,1.0,0.0,Groundwater,26059
Hillsdale,0,18,0,18,Other,2015,0.0,1.0,0.0,Groundwater,26059
Hillsdale,0,2783,0,2783,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26059
Hillsdale,0,9457,850,10308,Total All Sectors,2015,0.0,0.92,0.08,Groundwater,26059
Houghton,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,34,0,34,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26061
Houghton,0,1,39,40,Irrigation,2015,0.0,0.02,0.98,Inland Surface,26061
Houghton,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26061
Houghton,0,5342,0,5342,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26061
Houghton,0,5378,39,5417,Total All Sectors,2015,0.0,0.99,0.01,Groundwater,26061
Huron,0,21,0,21,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26063
Huron,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26063
Huron,0,120,542,663,Industrial-Manufacturing,2015,0.0,0.18,0.82,Inland Surface,26063
Huron,10,322,741,1075,Irrigation,2015,0.01,0.3,0.69,Inland Surface,26063
Huron,0,297,0,297,Livestock,2015,0.0,1.0,0.0,Groundwater,26063
Huron,0,1,0,1,Other,2015,0.0,1.0,0.0,Groundwater,26063
Huron,2871,690,0,3561,Public Water Supply,2015,0.81,0.19,0.0,Great Lakes,26063
Huron,2882,1455,1284,5621,Total All Sectors,2015,0.51,0.26,0.23,Great Lakes,26063
Ingham,0,91,0,91,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26065
Ingham,0,0,103963,103963,Electric Power Generation,2015,0.0,0.0,1.0,Inland Surface,26065
Ingham,0,59,0,59,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26065
Ingham,0,671,189,860,Irrigation,2015,0.0,0.78,0.22,Groundwater,26065
Ingham,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26065
Ingham,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26065
Ingham,0,36038,0,36038,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26065
Ingham,0,36860,104153,141013,Total All Sectors,2015,0.0,0.26,0.74,Inland Surface,26065
Ionia,0,95,0,95,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26067
Ionia,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26067
Ionia,0,262,55,317,Industrial-Manufacturing,2015,0.0,0.83,0.17,Groundwater,26067
Ionia,0,1287,1167,2454,Irrigation,2015,0.0,0.52,0.48,Groundwater,26067
Ionia,0,580,0,580,Livestock,2015,0.0,1.0,0.0,Groundwater,26067
Ionia,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26067
Ionia,0,6894,0,6894,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26067
Ionia,0,9120,1222,10342,Total All Sectors,2015,0.0,0.88,0.12,Groundwater,26067
Iosco,0,10,0,10,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26069
Iosco,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26069
Iosco,0,0,0,0,Industrial-Manufacturing,2015,0.0,0.0,0.0,Great Lakes,26069
Iosco,0,445,0,445,Irrigation,2015,0.0,1.0,0.0,Groundwater,26069
Iosco,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26069
Iosco,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26069
Iosco,1638,15,0,1653,Public Water Supply,2015,0.99,0.01,0.0,Great Lakes,26069
Iosco,1638,470,0,2109,Total All Sectors,2015,0.78,0.22,0.0,Great Lakes,26069
Iron,0,0,3928,3928,Commercial-Institutional,2015,0.0,0.0,1.0,Inland Surface,26071
Iron,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26071
Iron,0,0,1589,1589,Industrial-Manufacturing,2015,0.0,0.0,1.0,Inland Surface,26071
Iron,0,82,51,134,Irrigation,2015,0.0,0.61,0.38,Groundwater,26071
Iron,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26071
Iron,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26071
Iron,0,1739,0,1739,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26071
Iron,0,1821,5570,7392,Total All Sectors,2015,0.0,0.25,0.75,Inland Surface,26071
Isabella,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26073
Isabella,0,93,0,93,Electric Power Generation,2015,0.0,1.0,0.0,Groundwater,26073
Isabella,0,849,1056,1905,Industrial-Manufacturing,2015,0.0,0.45,0.55,Inland Surface,26073
Isabella,0,9781,1638,11420,Irrigation,2015,0.0,0.86,0.14,Groundwater,26073
Isabella,0,188,0,188,Livestock,2015,0.0,1.0,0.0,Groundwater,26073
Isabella,0,1,0,1,Other,2015,0.0,1.0,0.0,Groundwater,26073
Isabella,0,4158,0,4158,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26073
Isabella,0,15071,2695,17767,Total All Sectors,2015,0.0,0.85,0.15,Groundwater,26073
Jackson,0,499,0,499,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26075
Jackson,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26075
Jackson,0,27869,5670,33540,Industrial-Manufacturing,2015,0.0,0.83,0.17,Groundwater,26075
Jackson,0,5892,1758,7651,Irrigation,2015,0.0,0.77,0.23,Groundwater,26075
Jackson,0,2568,0,2568,Livestock,2015,0.0,1.0,0.0,Groundwater,26075
Jackson,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26075
Jackson,0,14980,0,14980,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26075
Jackson,0,51811,7429,59240,Total All Sectors,2015,0.0,0.87,0.13,Groundwater,26075
Kalamazoo,0,262,0,262,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26077
Kalamazoo,0,17719,3878,21598,Irrigation,2015,0.0,0.82,0.18,Groundwater,26077
Kalamazoo,0,267,0,267,Livestock,2015,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,556,0,556,Other,2015,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,33634,0,33634,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,52452,3878,56331,Total All Sectors,2015,0.0,0.93,0.07,Groundwater,26077
Kalkaska,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,1137,690,1828,Industrial-Manufacturing,2015,0.0,0.62,0.38,Groundwater,26079
Kalkaska,0,5098,1484,6582,Irrigation,2015,0.0,0.77,0.23,Groundwater,26079
Kalkaska,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,171,0,171,Other,2015,0.0,1.0,0.0,Groundwater,26079
Kalkaska,0,563,0,563,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26079
Kalkaska,0,6972,2174,9146,Total All Sectors,2015,0.0,0.76,0.24,Groundwater,26079
Kent,0,544,163,708,Commercial-Institutional,2015,0.0,0.77,0.23,Groundwater,26081
Kent,0,0,464,464,Electric Power Generation,2015,0.0,0.0,1.0,Inland Surface,26081
Kent,0,5581,2999,8581,Irrigation,2015,0.0,0.65,0.35,Groundwater,26081
Kent,0,250,0,250,Livestock,2015,0.0,1.0,0.0,Groundwater,26081
Kent,0,221,0,221,Other,2015,0.0,1.0,0.0,Groundwater,26081
Kent,95916,12443,0,108359,Public Water Supply,2015,0.89,0.11,0.0,Great Lakes,26081
Kent,95916,19088,3627,118631,Total All Sectors,2015,0.81,0.16,0.03,Great Lakes,26081
Keweenaw,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,11,2,0,14,Irrigation,2015,0.79,0.14,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,65,0,65,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26083
Keweenaw,11,68,0,80,Total All Sectors,2015,0.14,0.85,0.0,Groundwater,26083
Lake,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26085
Lake,0,265,0,265,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26085
Lake,0,0,0,0,Irrigation,2015,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26085
Lake,0,354,0,354,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26085
Lake,0,620,0,620,Total All Sectors,2015,0.0,1.0,0.0,Groundwater,26085
Lapeer,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,585,58,644,Industrial-Manufacturing,2015,0.0,0.91,0.09,Groundwater,26087
Lapeer,0,160,277,438,Irrigation,2015,0.0,0.37,0.63,Inland Surface,26087
Lapeer,0,32,49,81,Livestock,2015,0.0,0.4,0.6,Inland Surface,26087
Lapeer,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,550,0,550,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26087
Lapeer,0,1329,385,1714,Total All Sectors,2015,0.0,0.78,0.22,Groundwater,26087
Leelanau,0,14,0,14,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26089
Leelanau,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26089
Leelanau,0,1167,19,1186,Industrial-Manufacturing,2015,0.0,0.98,0.02,Groundwater,26089
Leelanau,21,2072,139,2233,Irrigation,2015,0.01,0.93,0.06,Groundwater,26089
Leelanau,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26089
Leelanau,0,198,0,198,Other,2015,0.0,1.0,0.0,Groundwater,26089
Leelanau,0,686,0,686,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26089
Leelanau,21,4140,159,4321,Total All Sectors,2015,0.0,0.96,0.04,Groundwater,26089
Lenawee,0,41,0,41,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26091
Lenawee,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26091
Lenawee,0,1275,4109,5385,Industrial-Manufacturing,2015,0.0,0.24,0.76,Inland Surface,26091
Lenawee,0,547,1120,1667,Irrigation,2015,0.0,0.33,0.67,Inland Surface,26091
Lenawee,0,517,0,517,Livestock,2015,0.0,1.0,0.0,Groundwater,26091
Lenawee,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26091
Lenawee,0,5320,3118,8439,Public Water Supply,2015,0.0,0.63,0.37,Groundwater,26091
Lenawee,0,7703,8348,16051,Total All Sectors,2015,0.0,0.48,0.52,Inland Surface,26091
Livingston,0,49,0,49,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26093
Livingston,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26093
Livingston,0,72,0,72,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26093
Livingston,0,921,682,1603,Irrigation,2015,0.0,0.57,0.43,Groundwater,26093
Livingston,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26093
Livingston,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26093
Livingston,0,9561,0,9561,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26093
Livingston,0,10605,682,11287,Total All Sectors,2015,0.0,0.94,0.06,Groundwater,26093
Luce,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26095
Luce,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26095
Luce,13270,16,0,13286,Industrial-Manufacturing,2015,1.0,0.0,0.0,Great Lakes,26095
Luce,0,1658,0,1658,Irrigation,2015,0.0,1.0,0.0,Groundwater,26095
Luce,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26095
Luce,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26095
Luce,0,688,0,688,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26095
Luce,13270,2363,0,15634,Total All Sectors,2015,0.85,0.15,0.0,Great Lakes,26095
Mackinac,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26097
Mackinac,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26097
Mackinac,0,49,0,49,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26097
Mackinac,41,246,27,315,Irrigation,2015,0.13,0.78,0.09,Groundwater,26097
Mackinac,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26097
Mackinac,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26097
Mackinac,1779,4,0,1784,Public Water Supply,2015,1.0,0.0,0.0,Great Lakes,26097
Mackinac,1821,300,27,2149,Total All Sectors,2015,0.85,0.14,0.01,Great Lakes,26097
Macomb,0,24,0,24,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26099
Macomb,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26099
Macomb,3447,738,32345,36531,Industrial-Manufacturing,2015,0.09,0.02,0.89,Inland Surface,26099
Macomb,36,539,1856,2432,Irrigation,2015,0.01,0.22,0.76,Inland Surface,26099
Macomb,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26099
Macomb,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26099
Macomb,4060,1428,0,5488,Public Water Supply,2015,0.74,0.26,0.0,Great Lakes,26099
Macomb,7544,2731,34201,44477,Total All Sectors,2015,0.17,0.06,0.77,Inland Surface,26099
Manistee,0,1,0,1,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26101
Manistee,0,262,1331,1594,Electric Power Generation,2015,0.0,0.16,0.84,Inland Surface,26101
Manistee,0,392,25323,25715,Industrial-Manufacturing,2015,0.0,0.02,0.98,Inland Surface,26101
Manistee,0,1550,538,2088,Irrigation,2015,0.0,0.74,0.26,Groundwater,26101
Manistee,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26101
Manistee,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26101
Manistee,0,2125,0,2125,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26101
Manistee,0,4331,27194,31525,Total All Sectors,2015,0.0,0.14,0.86,Inland Surface,26101
Marquette,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26103
Marquette,268095,0,0,268095,Electric Power Generation,2015,1.0,0.0,0.0,Great Lakes,26103
Marquette,0,774,35399,36174,Industrial-Manufacturing,2015,0.0,0.02,0.98,Inland Surface,26103
Marquette,0,0,231,232,Irrigation,2015,0.0,0.0,1.0,Inland Surface,26103
Marquette,0,0,0,0,Livestock,2015,0.0,0.0,0.0,Great Lakes,26103
Marquette,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26103
Marquette,3208,4111,0,7320,Public Water Supply,2015,0.44,0.56,0.0,Groundwater,26103
Marquette,271304,4887,35631,311822,Total All Sectors,2015,0.87,0.02,0.11,Great Lakes,26103
Mason,0,31,0,31,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26105
Mason,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26105
Mason,0,1531,26,1558,Industrial-Manufacturing,2015,0.0,0.98,0.02,Groundwater,26105
Mason,0,3253,1084,4338,Irrigation,2015,0.0,0.75,0.25,Groundwater,26105
Mason,0,132,0,132,Livestock,2015,0.0,1.0,0.0,Groundwater,26105
Mason,0,191,0,191,Other,2015,0.0,1.0,0.0,Groundwater,26105
Mason,3090,301,0,3392,Public Water Supply,2015,0.91,0.09,0.0,Great Lakes,26105
Mason,3090,5441,1110,9643,Total All Sectors,2015,0.32,0.56,0.12,Groundwater,26105
Mecosta,0,20,0,20,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26107
Mecosta,0,10,1803,1813,Industrial-Manufacturing,2015,0.0,0.01,0.99,Inland Surface,26107
Mecosta,0,13894,1136,15031,Irrigation,2015,0.0,0.92,0.08,Groundwater,26107
Mecosta,0,123,0,123,Livestock,2015,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,9,0,9,Other,2015,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,1760,0,1760,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,15819,2940,18760,Total All Sectors,2015,0.0,0.84,0.16,Groundwater,26107
Menominee,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26109
Menominee,0,0,0,0,Electric Power Generation,2015,0.0,0.0,0.0,Great Lakes,26109
Menominee,0,0,5330,5330,Industrial-Manufacturing,2015,0.0,0.0,1.0,Inland Surface,26109
Menominee,32,0,0,32,Irrigation,2015,1.0,0.0,0.0,Great Lakes,26109
Menominee,0,34,0,34,Livestock,2015,0.0,1.0,0.0,Groundwater,26109
Menominee,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26109
Menominee,1234,245,0,1480,Public Water Supply,2015,0.83,0.17,0.0,Great Lakes,26109
Menominee,1266,280,5330,6877,Total All Sectors,2015,0.18,0.04,0.78,Inland Surface,26109
Midland,0,0,0,0,Commercial-Institutional,2015,0.0,0.0,0.0,Great Lakes,26111
Midland,0,0,1323,1323,Electric Power Generation,2015,0.0,0.0,1.0,Inland Surface,26111
Midland,0,196,105,301,Irrigation,2015,0.0,0.65,0.35,Groundwater,26111
Midland,0,177,0,177,Livestock,2015,0.0,1.0,0.0,Groundwater,26111
Midland,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26111
Midland,0,195,0,195,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26111
Midland,0,569,1428,1998,Total All Sectors,2015,0.0,0.28,0.71,Inland Surface,26111
Missaukee,0,2,0,2,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26113
Missaukee,0,481,0,481,Electric Power Generation,2015,0.0,1.0,0.0,Groundwater,26113
Missaukee,0,34025,0,34025,Industrial-Manufacturing,2015,0.0,1.0,0.0,Groundwater,26113
Missaukee,0,6126,775,6902,Irrigation,2015,0.0,0.89,0.11,Groundwater,26113
Missaukee,0,385,0,385,Livestock,2015,0.0,1.0,0.0,Groundwater,26113
Missaukee,0,0,0,0,Other,2015,0.0,0.0,0.0,Great Lakes,26113
Missaukee,0,524,0,524,Public Water Supply,2015,0.0,1.0,0.0,Groundwater,26113
Missaukee,0,41545,775,42320,Total All Sectors,2015,0.0,0.98,0.02,Groundwater,26113
Monroe,0,15,0,15,Commercial-Institutional,2015,0.0,1.0,0.0,Groundwater,26115
